name,lat,lon,住所,URL,備考
幸校区市民館,34.731724,137.40713,愛知県豊橋市西幸町字笠松184-1
高師台中学校（グラウンド）,34.72268623,137.4078153,愛知県豊橋市西幸町字浜地328
高師台中学校,34.72306192,137.4077809,愛知県豊橋市西幸町字浜地328
高師台地区市民館,34.723855,137.40981,愛知県豊橋市西幸町字浜池332-2
豊橋サイエンスコア,34.72154365,137.4117152,愛知県豊橋市西幸町字浜池333-9
むつみね台南公園,34.68851491,137.4105551,愛知県豊橋市西七根町
むつみね台北公園,34.6903974,137.412348,愛知県豊橋市西七根町
高根校区市民館,34.67190547,137.4149722,愛知県豊橋市西七根町字北浜辺147-1
高根小学校（グラウンド）,34.67132469,137.4143102,愛知県豊橋市西七根町字北浜辺147-1
高根小学校,34.67159381,137.4141707,愛知県豊橋市西七根町字北浜辺147-1
鷹丘小学校（グラウンド）,34.77262883,137.4247684,愛知県豊橋市西小鷹野3-7-1
鷹丘校区市民館,34.77266518,137.4241439,愛知県豊橋市西小鷹野3-7-1
鷹丘小学校,34.77298575,137.4248864,愛知県豊橋市西小鷹野3-7-1
牛川遊歩公園,34.77586231,137.4230484,愛知県豊橋市西小鷹野4
松山公園,34.75806914,137.3874049,愛知県豊橋市西松山町
松山校区市民館,34.7590043,137.3876372,愛知県豊橋市西松山町42
松山小学校,34.75907041,137.3871115,愛知県豊橋市西松山町42
松山小学校（グラウンド）,34.7586958,137.3869935,愛知県豊橋市西松山町42
豊南校区市民館,34.66210326,137.363004,愛知県豊橋市西赤沢町字南ノ谷99-9
元屋敷公園,34.783397,137.329283,愛知県豊橋市西浜町
前芝住宅（３階以上共用廊下）,34.78462768,137.3315396,愛知県豊橋市西浜町3-1
宇塚公園,34.785453,137.331208,愛知県豊橋市西浜町4-1
メゾンドプラージュⅡ（３階廊下等）,34.78598209,137.33104,愛知県豊橋市西浜町5-8
メゾンドプラージュ（３階以上廊下等）,34.78585873,137.3311634,愛知県豊橋市西浜町5-9
石巻小学校,34.78539447,137.4386416,愛知県豊橋市石巻町字西浦16
石巻小学校（グラウンド）,34.78499767,137.4386228,愛知県豊橋市石巻町字西浦16
石巻校区市民館,34.78510634,137.4392666,愛知県豊橋市石巻町字西浦16
西郷小学校（グラウンド）,34.82948805,137.470009,愛知県豊橋市石巻萩平町字城脇164-2
西郷小学校,34.82989022,137.4698051,愛知県豊橋市石巻萩平町字城脇164-2
西郷校区市民館,34.830572,137.4694612,愛知県豊橋市石巻平野町字中野田100-3
石巻地区市民館,34.802641,137.439023,愛知県豊橋市石巻本町字市場110
石巻中学校,34.80642998,137.4419015,愛知県豊橋市石巻本町字出口1
石巻中学校（グラウンド）,34.80591757,137.4419552,愛知県豊橋市石巻本町字出口1
玉川小学校（グラウンド）,34.80031884,137.437075,愛知県豊橋市石巻本町字野添10
玉川小学校,34.800789,137.437227,愛知県豊橋市石巻本町字野添10
玉川校区市民館,34.80011603,137.4373884,愛知県豊橋市石巻本町字野添11-1
介護老人福祉施設倶楽荘（３階、２・３階屋上）,34.78306053,137.3576191,愛知県豊橋市川崎町216-2
前芝公園,34.78235685,137.3430315,愛知県豊橋市前芝町
前芝中学校,34.786814,137.338764,愛知県豊橋市前芝町字塩見1
前芝中学校（校舎３階廊下）,34.78680376,137.3389761,愛知県豊橋市前芝町字塩見1
前芝校区市民館,34.78664221,137.3376189,愛知県豊橋市前芝町字塩見5-1
前芝校区市民館（屋上）,34.78660734,137.3377186,愛知県豊橋市前芝町字塩見5-1
特別養護老人ホーム喜寿苑（屋上）,34.77931136,137.3451757,愛知県豊橋市前芝町字加藤381-2
前芝小学校,34.78635769,137.3396493,愛知県豊橋市前芝町字西堤30
前芝小学校（校舎３階廊下）,34.78633915,137.3399126,愛知県豊橋市前芝町字西堤30
Ｆｌａｔｓ（フラッツ）（３階以上廊下等）,34.78402455,137.3431276,愛知県豊橋市前芝町字東堤32-1
吉田公園,34.76112664,137.3934976,愛知県豊橋市前田中町
新川校区市民館,34.75978661,137.3944174,愛知県豊橋市前田中町8-22
新川小学校（グラウンド）,34.75996972,137.3937216,愛知県豊橋市前田中町8-23
新川小学校,34.75957307,137.3940006,愛知県豊橋市前田中町8-23
前田西公園,34.76240275,137.3965468,愛知県豊橋市前田町1
前田東公園,34.76077367,137.4006026,愛知県豊橋市前田南2
前田南地区体育館,34.75304381,137.3947724,愛知県豊橋市前田南町2-19-8
前田南公園,34.7558454,137.3948672,愛知県豊橋市前田南町小畷町
草間公園,34.72861529,137.3749333,愛知県豊橋市草間町
豊橋工科高等学校（グラウンド）,34.73851985,137.3808361,愛知県豊橋市草間町官有地
豊橋工科高等学校,34.73791878,137.3819323,愛知県豊橋市草間町官有地
アイプラザ豊橋,34.73255049,137.3814478,愛知県豊橋市草間町字東山143-6
南陽地区市民館,34.737383,137.379074,愛知県豊橋市草間町字平東89
野中第二公園,34.76380527,137.435501,愛知県豊橋市多米西町1
野中公園,34.76418147,137.437957,愛知県豊橋市多米西町2
織目公園,34.7608853,137.438722,愛知県豊橋市多米西町3
東陽地区市民館,34.759466,137.442453,愛知県豊橋市多米中町1-6-1
道満公園,34.75927122,137.4513044,愛知県豊橋市多米中町2
多米小学校,34.76051637,137.4501628,愛知県豊橋市多米中町2-27-1
多米校区市民館,34.76112161,137.4507636,愛知県豊橋市多米中町2-27-1
多米小学校（グラウンド）,34.76067062,137.4508494,愛知県豊橋市多米中町2-27-1
向田公園,34.7581485,137.4422112,愛知県豊橋市多米中町4
川添公園,34.75724942,137.4481281,愛知県豊橋市多米中町4
鳥居前公園,34.75942968,137.4551979,愛知県豊橋市多米東町1
北田公園,34.76323087,137.4580934,愛知県豊橋市多米東町2
広畑公園,34.7626622,137.4614323,愛知県豊橋市多米東町3
